0,-3.62323446804658,0,0,-6.103717031423,0,0,-7.16479035886005,0,0,-5.77670557424426,0,0,0,0,0
-3.62323446804658,0,-0.79035191051662,0,0,0,0,0,-4.48645886871964,0,0,0,0,0,-3.10028180340305,0
0,-0.79035191051662,0,0,-5.20678142504767,-7.40013177227229,0,-2.57174769090489,0,0,0,-0.11836920119822,0,0,0,0
0,0,0,0,0,0,0,0,-4.84613579744473,0,0,-0.937756883446127,0,0,-2.58722890564241,0
-6.103717031423,0,-5.20678142504767,0,0,-3.38953544571996,-1.65572736412287,0,0,0,0,0,-0.956648611929268,0,0,0
0,0,-7.40013177227229,0,-3.38953544571996,0,0,0,0,0,0,0,-2.69436110230163,0,-4.48327189520933,0
0,0,0,0,-1.65572736412287,0,0,0,0,0,0,-9.43011281779036,0,0,-0.559889151947573,0
-7.16479035886005,0,-2.57174769090489,0,0,0,0,0,0,0,0,-6.89480542903766,0,0,0,0
0,-4.48645886871964,0,-4.84613579744473,0,0,0,0,0,0,0,0,0,-9.36528070317581,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-4.41542941448279,0,-3.13504948513582
-5.77670557424426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.53193749301136
0,0,-0.11836920119822,-0.937756883446127,0,0,-9.43011281779036,-6.89480542903766,0,0,0,0,0,0,0,0
0,0,0,0,-0.956648611929268,-2.69436110230163,0,0,0,0,0,0,0,0,0,-2.52659322042018
0,0,0,0,0,0,0,0,-9.36528070317581,-4.41542941448279,0,0,0,0,0,-1.33816154208034
0,-3.10028180340305,0,-2.58722890564241,0,-4.48327189520933,-0.559889151947573,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-3.13504948513582,-4.53193749301136,0,-2.52659322042018,-1.33816154208034,0,0
