0,243.153837025166,0,0,516.445683240891,0,0,494.764055728912,0,0,551.123112738132,0,0,0,0,0
243.153837025166,0,81.2728157043457,0,0,0,0,0,322.629203796387,0,0,0,0,0,296.039425134659,0
0,81.2728157043457,0,0,394.965771555901,523.086607664824,0,171.588306710124,0,0,0,14.620686173439,0,0,0,0
0,0,0,0,0,0,0,0,259.118857786059,0,0,92.6348739862442,0,0,147.929190889001,0
516.445683240891,0,394.965771555901,0,0,307.382410764694,129.705580770969,0,0,0,0,0,24.1795431673527,0,0,0
0,0,523.086607664824,0,307.382410764694,0,0,0,0,0,0,0,205.630789041519,0,217.364485532045,0
0,0,0,0,129.705580770969,0,0,0,0,0,0,694.025349289179,0,0,8.01376194879413,0
494.764055728912,0,171.588306710124,0,0,0,0,0,0,0,0,536.594087660313,0,0,0,0
0,322.629203796387,0,259.118857786059,0,0,0,0,0,0,0,0,0,829.711837887764,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,356.918425023556,0,316.005401015282
551.123112738132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.826333343983
0,0,14.620686173439,92.6348739862442,0,0,694.025349289179,536.594087660313,0,0,0,0,0,0,0,0
0,0,0,0,24.1795431673527,205.630789041519,0,0,0,0,0,0,0,0,0,209.791542708874
0,0,0,0,0,0,0,0,829.711837887764,356.918425023556,0,0,0,0,0,135.288649082184
0,296.039425134659,0,147.929190889001,0,217.364485532045,8.01376194879413,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,316.005401015282,398.826333343983,0,209.791542708874,135.288649082184,0,0
